,DAY,DEPARTURE_TIME,FLIGHT_NUMBER,DESTINATION_AIRPORT,ORIGIN_AIRPORT,DAY_OF_WEEK,TAXI_OUT
2036,1,829.0,465,RSW,BOS,4,14.0
2037,1,838.0,1077,LAS,BOS,4,14.0
2038,1,828.0,905,ORD,JFK,4,13.0
2039,1,956.0,414,JFK,SFO,4,19.0
2040,1,825.0,485,ATL,JFK,4,15.0
2041,1,825.0,611,HNL,LAX,4,14.0
2042,1,826.0,784,MSP,ATL,4,30.0
2043,1,1115.0,974,MKE,DTW,4,14.0
2044,1,901.0,989,TPA,DTW,4,14.0
2045,1,824.0,1153,ATL,TPA,4,16.0
2046,1,824.0,1357,SJU,JFK,4,24.0
2047,1,823.0,903,EGE,LAX,4,41.0
2048,1,825.0,2050,MCO,BOS,4,14.0
2049,1,830.0,2119,MSP,LGA,4,11.0
2050,1,913.0,2122,DTW,PHX,4,12.0
2051,1,823.0,2192,DTW,TPA,4,11.0
2052,1,900.0,2328,DTW,MCO,4,12.0
2053,1,840.0,1524,ATL,SLC,4,22.0
2054,1,825.0,1718,ATL,MCO,4,9.0
2055,1,828.0,1733,ATL,DAL,4,11.0
2056,1,829.0,1567,PBI,HPN,4,11.0
2057,1,829.0,2548,BTR,DFW,4,28.0
2058,1,825.0,5288,MSP,RIC,4,16.0
2059,1,825.0,5589,MOB,ATL,4,10.0
2060,1,825.0,530,MDW,DEN,4,19.0
2061,1,849.0,903,FLL,TTN,4,10.0
2062,1,828.0,2969,ORD,CVG,4,18.0
2063,1,829.0,3277,ORD,GRR,4,14.0
2064,1,0.0,3433,JAN,DFW,4,0.0
2065,1,826.0,3481,ORD,FWA,4,13.0
2066,1,825.0,657,MSY,FLL,4,10.0
2067,1,916.0,847,ORD,LGA,4,14.0
2068,1,825.0,6207,LAS,SFO,4,15.0
2069,1,822.0,4655,MSP,MOT,4,32.0
2070,1,827.0,4539,SLC,TUS,4,28.0
2071,1,822.0,5446,FWA,ORD,4,21.0
2072,1,826.0,4730,SLC,TUL,4,12.0
2073,1,0.0,3222,MSN,DFW,4,0.0
2074,1,823.0,5544,BIS,DEN,4,16.0
2075,1,824.0,5636,MFR,SFO,4,12.0
2076,1,821.0,7367,APN,DTW,4,17.0
2077,1,823.0,6517,LAX,TUS,4,36.0
2078,1,829.0,290,BOS,DCA,4,13.0
2079,1,827.0,2025,BWI,ATL,4,16.0
2080,1,836.0,6184,DEN,LBB,4,37.0
2081,1,912.0,124,HNL,LIH,4,6.0
2082,1,829.0,5214,IAH,RDU,4,17.0
2083,1,822.0,5477,LAX,SBA,4,7.0
2084,1,819.0,5512,DEN,MSN,4,23.0
2085,1,830.0,2310,DFW,ATL,4,14.0
2086,1,827.0,4471,EWR,CLT,4,27.0
2087,1,833.0,5192,JAC,LAX,4,23.0
2088,1,835.0,278,SEA,SFO,4,15.0
2089,1,835.0,690,HNL,PHX,4,30.0
2090,1,830.0,754,PHL,LAX,4,15.0
2091,1,828.0,1949,CLT,CLE,4,11.0
2092,1,903.0,549,PDX,ORD,4,12.0
2093,1,829.0,681,DAL,BWI,4,12.0
2094,1,831.0,4859,JAX,BWI,4,9.0
2095,1,834.0,23,DAL,DEN,4,17.0
2096,1,837.0,1093,TUS,DEN,4,17.0
2097,1,830.0,789,MDW,DSM,4,11.0
2098,1,831.0,1652,BNA,ECP,4,7.0
2099,1,828.0,2182,ABQ,LAS,4,8.0
2100,1,835.0,3305,BHM,MDW,4,8.0
2101,1,833.0,902,ONT,SJC,4,11.0
2102,1,828.0,922,DEN,OMA,4,9.0
2103,1,1041.0,416,PHX,GEG,4,19.0
2104,1,832.0,455,SLC,PHX,4,12.0
2105,1,845.0,560,SEA,PHX,4,13.0
2106,1,830.0,48,DFW,SAN,4,13.0
2107,1,823.0,1077,DFW,BWI,4,19.0
2108,1,838.0,1279,OMA,DFW,4,9.0
2109,1,828.0,1557,DFW,IND,4,12.0
2110,1,833.0,32,PHL,SEA,4,27.0
2111,1,842.0,718,SAN,SLC,4,27.0
2112,1,829.0,879,LIH,SEA,4,25.0
2113,1,836.0,1025,TPA,JFK,4,18.0
2114,1,829.0,1383,RDU,BOS,4,12.0
2115,1,924.0,454,STT,JFK,4,11.0
2116,1,830.0,1439,DTW,STL,4,14.0
2117,1,829.0,1444,DCA,DTW,4,14.0
2118,1,832.0,2048,LGA,DTW,4,18.0
2119,1,828.0,2063,MSP,DCA,4,10.0
2120,1,831.0,2167,SLC,DTW,4,13.0
2121,1,826.0,2243,MSP,RDU,4,19.0
2122,1,835.0,2423,SEA,DTW,4,14.0
2123,1,832.0,1945,SRQ,DTW,4,15.0
2124,1,829.0,828,MCI,DEN,4,9.0
2125,1,0.0,2755,LFT,DFW,4,0.0
2126,1,0.0,3007,GRR,DFW,4,0.0
2127,1,830.0,3120,ORD,CMI,4,12.0
2128,1,829.0,3283,ORD,DAY,4,13.0
2129,1,831.0,121,RSW,ORD,4,9.0
2130,1,844.0,5306,LAX,CLD,4,6.0
2131,1,833.0,2602,ELP,LAX,4,27.0
2132,1,832.0,6289,MMH,SFO,4,19.0
2133,1,840.0,4608,SEA,PDX,4,10.0
2134,1,827.0,5243,DEN,PIA,4,16.0
2135,1,825.0,5439,CEC,SFO,4,24.0
2136,1,832.0,1092,EWR,FLL,4,10.0
2137,1,829.0,651,SJU,TPA,4,23.0
2138,1,843.0,1863,MCO,DTW,4,18.0
2139,1,826.0,4701,CMH,EWR,4,15.0
2140,1,834.0,1086,IAH,DTW,4,15.0
2141,1,853.0,675,FLL,MCO,4,15.0
2142,1,1013.0,5445,SBP,SFO,4,16.0
2143,1,834.0,5640,SBA,SFO,4,20.0
2144,1,832.0,6336,RNO,SFO,4,14.0
2145,1,830.0,1308,JFK,IAD,4,14.0
2146,1,829.0,4207,DEN,MEM,4,13.0
2147,1,833.0,5555,ATL,CAE,4,22.0
2148,1,832.0,706,MSY,DEN,4,16.0
2149,1,829.0,872,ORD,OAK,4,7.0
2150,1,841.0,1148,SFO,MCO,4,12.0
2151,1,831.0,107,SAN,DFW,4,31.0
2152,1,841.0,5187,SFO,ASE,4,28.0
2153,1,858.0,5551,SEA,DEN,4,12.0
2154,1,843.0,5539,SLC,SFO,4,13.0
2155,1,834.0,6459,OMA,ORD,4,15.0
2156,1,843.0,245,RSW,ORD,4,14.0
2157,1,834.0,306,BWI,LAX,4,14.0
2158,1,835.0,1831,CLT,PIT,4,11.0
2159,1,1047.0,567,SFO,IAD,4,29.0
2160,1,843.0,773,DEN,PIT,4,10.0
2161,1,841.0,312,MCO,LAX,4,10.0
2162,1,835.0,4547,LAS,DEN,4,23.0
2163,1,839.0,2863,LAS,IND,4,8.0
2164,1,836.0,4660,MCO,LAS,4,12.0
2165,1,838.0,1940,DCA,MDW,4,8.0
2166,1,837.0,1165,MCO,MKE,4,10.0
2167,1,841.0,144,DEN,SEA,4,11.0
2168,1,837.0,699,DEN,SJC,4,12.0
2169,1,843.0,1782,LAS,SMF,4,14.0
2170,1,832.0,416,BNA,STL,4,8.0
2171,1,847.0,491,LAX,PHX,4,19.0
2172,1,838.0,53,LAX,DCA,4,12.0
2173,1,837.0,59,KOA,LAX,4,17.0
2174,1,842.0,208,MIA,LAX,4,19.0
2175,1,934.0,1033,ORD,RNO,4,18.0
2176,1,837.0,1387,IAD,DFW,4,16.0
2177,1,836.0,1339,DFW,RDU,4,37.0
2178,1,839.0,1155,MIA,DCA,4,13.0
2179,1,836.0,1575,DFW,PHL,4,12.0
2180,1,834.0,1503,DFW,FLL,4,14.0
2181,1,857.0,38,FLL,SEA,4,24.0
2182,1,839.0,455,SEA,LAX,4,20.0
2183,1,853.0,795,AUS,JFK,4,19.0
2184,1,839.0,1221,SEA,CVG,4,10.0
2185,1,901.0,1995,TPA,ATL,4,13.0
2186,1,834.0,2316,LAS,DTW,4,17.0
2187,1,836.0,1494,PHL,ATL,4,11.0
2188,1,834.0,1579,MIA,DTW,4,20.0
2189,1,833.0,2385,JAX,DFW,4,64.0
2190,1,0.0,2556,CLL,DFW,4,0.0
2191,1,832.0,4169,IAH,BHM,4,16.0
2192,1,833.0,5283,DTW,EVV,4,14.0
2193,1,835.0,6149,ORD,DAY,4,12.0
2194,1,840.0,1,HNL,LAX,4,12.0
2195,1,836.0,121,HNL,ITO,4,8.0
2196,1,0.0,3342,LEX,DFW,4,0.0
2197,1,0.0,3364,BHM,DFW,4,0.0
2198,1,832.0,151,PBI,ACY,4,18.0
2199,1,833.0,4441,MSP,BIS,4,11.0
2200,1,850.0,5223,SFO,SLC,4,30.0
2201,1,831.0,5534,DEN,MSO,4,30.0
2202,1,831.0,6508,ASE,SFO,4,18.0
2203,1,841.0,4585,LAN,DTW,4,40.0
2204,1,837.0,1615,IAD,SFO,4,11.0
2205,1,837.0,4451,LAX,OAK,4,15.0
2206,1,841.0,496,PDX,SFO,4,14.0
2207,1,843.0,745,SFO,DTW,4,16.0
2208,1,841.0,520,CLE,DEN,4,12.0
2209,1,838.0,117,HNL,KOA,4,7.0
2210,1,903.0,5398,SFO,SMF,4,8.0
2211,1,844.0,1319,ORD,DTW,4,17.0
2212,1,848.0,713,CLT,JAX,4,12.0
2213,1,847.0,1729,CLT,MCO,4,15.0
2214,1,933.0,1751,PHL,SEA,4,15.0
2215,1,856.0,538,SRQ,ORD,4,17.0
2216,1,0.0,641,HNL,LAX,4,0.0
2217,1,850.0,1010,EWR,MCO,4,14.0
2218,1,922.0,1966,JAX,ATL,4,9.0
2219,1,840.0,3852,LGA,ATL,4,12.0
2220,1,843.0,3157,PHX,BNA,4,15.0
2221,1,845.0,1158,BWI,DEN,4,22.0
2222,1,842.0,2246,ATL,DTW,4,15.0
2223,1,840.0,2243,OMA,LAS,4,10.0
2224,1,842.0,1587,DEN,MCO,4,12.0
2225,1,846.0,4476,OAK,MDW,4,12.0
2226,1,850.0,1688,SFO,MDW,4,10.0
2227,1,845.0,3774,SLC,MDW,4,9.0
2228,1,840.0,3131,SLC,PHX,4,21.0
2229,1,840.0,717,BNA,PIT,4,9.0
2230,1,841.0,454,SAT,HOU,4,8.0
2231,1,842.0,134,DEN,PHL,4,11.0
2232,1,844.0,1563,SAN,IAH,4,11.0
2233,1,847.0,1744,IAH,LGA,4,14.0
2234,1,843.0,403,SFO,PHX,4,27.0
2235,1,842.0,410,SNA,PHX,4,14.0
2236,1,844.0,446,PDX,PHX,4,23.0
2237,1,837.0,452,SAN,PHX,4,25.0
2238,1,853.0,465,ORD,PHX,4,20.0
2239,1,842.0,519,PHX,PDX,4,10.0
2240,1,842.0,97,DFW,DCA,4,14.0
2241,1,841.0,317,ORD,LGA,4,16.0
2242,1,918.0,249,COS,DFW,4,28.0
2243,1,838.0,1567,LAX,STL,4,21.0
2244,1,844.0,1640,JFK,EGE,4,40.0
2245,1,839.0,2215,DFW,DTW,4,29.0
2246,1,850.0,2269,LAX,PBI,4,14.0
2247,1,853.0,246,SAN,SEA,4,33.0
2248,1,856.0,792,DTW,SEA,4,29.0
2249,1,842.0,389,DCA,BOS,4,15.0
2250,1,837.0,338,BDL,MCO,4,14.0
2251,1,830.0,798,BDL,DCA,4,10.0
2252,1,840.0,754,JFK,PBI,4,11.0
2253,1,846.0,420,HNL,JFK,4,29.0
2254,1,843.0,583,DTW,BOS,4,15.0
2255,1,1108.0,992,DTW,MSN,4,11.0
2256,1,840.0,1249,EWR,DTW,4,11.0
2257,1,842.0,1398,SEA,LAX,4,25.0
2258,1,845.0,1438,CLT,IAH,4,13.0
2259,1,842.0,2252,ATL,CHS,4,19.0
2260,1,840.0,2326,ATL,FLL,4,21.0
2261,1,853.0,2428,JFK,SAT,4,12.0
2262,1,839.0,2523,BOS,DTW,4,17.0
2263,1,1027.0,258,MSP,SLC,4,11.0
2264,1,907.0,1720,SLC,PHX,4,13.0
2265,1,1010.0,1893,ATL,DTW,4,18.0
2266,1,841.0,3940,PNS,ORD,4,11.0
2267,1,841.0,4723,DEN,AMA,4,31.0
2268,1,845.0,5192,MSY,DTW,4,21.0
2269,1,854.0,6119,OKC,ORD,4,14.0
2270,1,841.0,678,MCO,DEN,4,18.0
2271,1,838.0,1337,IAD,MSP,4,32.0
2272,1,940.0,11,HNL,SFO,4,21.0
2273,1,901.0,21,HNL,SEA,4,9.0
2274,1,0.0,3083,ORD,ROC,4,0.0
2275,1,0.0,3362,DFW,MAF,4,0.0
2276,1,843.0,3329,JFK,CMH,4,16.0
2277,1,842.0,4657,DFW,DTW,4,22.0
2278,1,838.0,4659,DTW,BNA,4,19.0
2279,1,843.0,5349,DLH,ORD,4,23.0
2280,1,842.0,4449,SLC,DEN,4,15.0
2281,1,1111.0,5518,DEN,MLI,4,17.0
2282,1,849.0,403,PBI,EWR,4,14.0
2283,1,845.0,1108,DEN,CLE,4,8.0
2284,1,849.0,1511,DEN,DTW,4,15.0
2285,1,843.0,4557,SDF,IAH,4,19.0
2286,1,833.0,5436,ORD,MBS,4,25.0
2287,1,0.0,130,MIA,TPA,4,0.0
2288,1,0.0,4575,MAF,IAH,4,0.0
2289,1,949.0,5338,DEN,MKE,4,14.0
2290,1,843.0,5248,MCI,ORD,4,17.0
2291,1,844.0,1470,CLE,ATL,4,9.0
2292,1,840.0,5269,IAH,TUS,4,35.0
2293,1,856.0,339,DEN,BOS,4,20.0
2294,1,847.0,382,IAD,ORD,4,12.0
2295,1,844.0,745,LGA,IAH,4,13.0
2296,1,841.0,712,DCA,TPA,4,8.0
2297,1,845.0,740,PHL,SAN,4,27.0
2298,1,847.0,1784,CLT,SFO,4,14.0
2299,1,846.0,2065,CLT,ATL,4,17.0
2300,1,850.0,479,LAX,SFO,4,17.0
2301,1,847.0,898,JFK,SFO,4,16.0
2302,1,848.0,1579,SFO,ATL,4,9.0
2303,1,847.0,722,BWI,BHM,4,11.0
2304,1,847.0,406,CHS,BNA,4,8.0
2305,1,849.0,366,LAX,BNA,4,11.0
2306,1,855.0,384,MDW,CLT,4,20.0
2307,1,849.0,3115,ELP,DAL,4,8.0
2308,1,941.0,3122,TPA,DCA,4,11.0
2309,1,852.0,844,ATL,DEN,4,11.0
2310,1,847.0,3660,STL,DTW,4,13.0
2311,1,849.0,771,PHX,LIT,4,8.0
2312,1,850.0,884,PHX,MDW,4,11.0
2313,1,854.0,730,SAN,MDW,4,13.0
2314,1,850.0,978,HOU,MSY,4,8.0
2315,1,846.0,277,MCO,MSY,4,9.0
2316,1,845.0,355,LAS,SAN,4,9.0
2317,1,847.0,3413,PHX,SDF,4,11.0
2318,1,847.0,490,BOS,STL,4,7.0
2319,1,855.0,1828,SAN,HOU,4,7.0
2320,1,854.0,1272,EWR,ORD,4,16.0
2321,1,851.0,1649,SNA,IAH,4,13.0
2322,1,847.0,412,OGG,PHX,4,21.0
2323,1,845.0,602,LAS,PHX,4,18.0
2324,1,849.0,42,ORD,SEA,4,16.0
2325,1,1203.0,164,JFK,SFO,4,21.0
2326,1,916.0,244,DFW,SNA,4,15.0
2327,1,0.0,1487,DFW,OMA,4,0.0
2328,1,848.0,1594,DFW,SAT,4,15.0
2329,1,842.0,768,BOS,SAN,4,23.0
2330,1,845.0,775,ATL,MSY,4,11.0
2331,1,907.0,1577,BOS,ATL,4,16.0
2332,1,847.0,1650,MSP,DTW,4,15.0
2333,1,838.0,1482,BOS,RIC,4,11.0
2334,1,942.0,4284,PIT,ORD,4,12.0
2335,1,844.0,5077,ATL,GNV,4,11.0
2336,1,840.0,6077,DEN,TYS,4,23.0
2337,1,839.0,1278,PHL,MCO,4,16.0
2338,1,843.0,120,KOA,HNL,4,11.0
2339,1,846.0,4660,MSP,GFK,4,35.0
2340,1,836.0,4647,SLC,GTF,4,10.0
2341,1,850.0,3496,FAT,SEA,4,11.0
2342,1,844.0,5459,SFO,SBP,4,8.0
2343,1,858.0,5407,BTV,DTW,4,16.0
2344,1,908.0,5608,TUL,DTW,4,10.0
2345,1,849.0,4691,GRR,DTW,4,22.0
2346,1,855.0,5374,ONT,SFO,4,6.0
2347,1,906.0,2314,MSP,SEA,4,27.0
2348,1,851.0,5121,CLT,DTW,4,19.0
2349,1,908.0,1691,IAH,MCO,4,11.0
2350,1,903.0,147,LGB,OAK,4,10.0
2351,1,853.0,1566,ORD,EWR,4,16.0
2352,1,855.0,1626,SAN,EWR,4,12.0
2353,1,852.0,4523,IAH,CVG,4,20.0
2354,1,847.0,4410,BNA,IAH,4,14.0
2355,1,856.0,6396,SFO,BOI,4,16.0
2356,1,1015.0,145,HNL,IAD,4,16.0
2357,1,848.0,876,CLT,BWI,4,16.0
2358,1,854.0,2087,DAL,DCA,4,10.0
2359,1,850.0,364,LAX,DEN,4,18.0
2360,1,853.0,1173,AUS,LAX,4,10.0
2361,1,848.0,179,MCI,LAX,4,12.0
2362,1,849.0,1190,STL,MCO,4,11.0
2363,1,851.0,3473,LGA,MDW,4,12.0
2364,1,854.0,4368,SEA,MDW,4,9.0
2365,1,903.0,2146,TPA,MDW,4,10.0
2366,1,853.0,1447,RSW,MKE,4,10.0
2367,1,855.0,137,SJC,PHX,4,16.0
2368,1,845.0,954,SJC,SAN,4,6.0
2369,1,851.0,4729,DEN,TPA,4,6.0
2370,1,852.0,1711,LAX,HOU,4,8.0
2371,1,849.0,357,MDW,ORF,4,24.0
2372,1,849.0,1012,DAY,DFW,4,22.0
2373,1,942.0,1310,CLE,DFW,4,23.0
2374,1,911.0,1176,SNA,DFW,4,28.0
2375,1,851.0,2334,ORD,DFW,4,29.0
2376,1,852.0,2310,DFW,DEN,4,15.0
2377,1,855.0,2444,DFW,CMH,4,17.0
2378,1,852.0,885,OGG,SJC,4,16.0
2379,1,907.0,1196,PVD,FLL,4,14.0
2380,1,850.0,1024,DCA,MCO,4,17.0
2381,1,851.0,833,SAN,DTW,4,18.0
2382,1,847.0,1367,DFW,TPA,4,11.0
2383,1,851.0,1455,DFW,ATL,4,13.0
2384,1,855.0,2018,MCO,ATL,4,24.0
2385,1,855.0,7,MIA,ATL,4,11.0
2386,1,900.0,1660,EWR,ATL,4,11.0
2387,1,923.0,1815,ATL,MSP,4,24.0
2388,1,0.0,2568,SPS,DFW,4,0.0
2389,1,856.0,5102,ATL,BTR,4,14.0
2390,1,849.0,424,ATL,DEN,4,12.0
2391,1,855.0,2772,ORD,MSN,4,15.0
2392,1,851.0,2795,DFW,HOU,4,16.0
2393,1,849.0,2816,LGA,RDU,4,32.0
2394,1,0.0,2939,FWA,DFW,4,0.0
2395,1,849.0,2902,DFW,GRK,4,16.0
2396,1,851.0,3163,ORD,CWA,4,37.0
2397,1,0.0,3286,DFW,SHV,4,0.0
2398,1,0.0,3482,SGF,DFW,4,0.0
2399,1,0.0,3638,CID,DFW,4,0.0
2400,1,851.0,5261,IAH,COS,4,10.0
2401,1,853.0,6534,DEN,ATL,4,15.0
2402,1,854.0,1227,RSW,EWR,4,19.0
2403,1,849.0,232,SLC,LGB,4,9.0
2404,1,851.0,4918,BHM,DTW,4,20.0
2405,1,855.0,1706,LAX,DTW,4,18.0
2406,1,858.0,794,SLC,MSP,4,20.0
2407,1,858.0,2232,MCO,MSP,4,28.0
2408,1,855.0,1751,LAS,MSP,4,27.0
2409,1,851.0,4698,IAH,ABQ,4,19.0
2410,1,857.0,1710,MSY,MSP,4,24.0
2411,1,915.0,429,DEN,ATL,4,11.0
2412,1,901.0,657,CLT,MCI,4,12.0
2413,1,858.0,677,PHL,LAS,4,14.0
2414,1,857.0,773,PHL,CLT,4,9.0
2415,1,851.0,1983,CLT,ORF,4,38.0
2416,1,854.0,711,ORD,LGA,4,13.0
2417,1,923.0,1903,SFO,LAS,4,11.0
2418,1,853.0,902,LAS,SFO,4,10.0
2419,1,857.0,203,BWI,BNA,4,7.0
2420,1,901.0,408,AUS,BWI,4,10.0
2421,1,856.0,428,ATL,FLL,4,18.0
2422,1,859.0,4990,DAL,HOU,4,9.0
2423,1,852.0,832,AUS,LAS,4,12.0
2424,1,907.0,4483,PDX,LAS,4,9.0
2425,1,926.0,1191,ATL,LAX,4,9.0
2426,1,857.0,3579,BWI,MCO,4,13.0
2427,1,856.0,1739,MCI,MDW,4,14.0
2428,1,859.0,1344,MDW,ABQ,4,32.0
2429,1,857.0,3744,DEN,RDU,4,14.0
2430,1,857.0,668,PDX,OAK,4,7.0
2431,1,902.0,3356,SAN,PDX,4,8.0
2432,1,857.0,1059,SNA,EWR,4,15.0
2433,1,917.0,1296,KOA,LAX,4,15.0
2434,1,859.0,1475,ORD,LAX,4,14.0
2435,1,917.0,1485,LAS,IAH,4,24.0
2436,1,902.0,1572,EWR,IAH,4,19.0
2437,1,902.0,1683,DEN,IAH,4,35.0
2438,1,918.0,1684,CLE,ORD,4,9.0
2439,1,851.0,1755,JAC,EWR,4,15.0
2440,1,855.0,1,LAX,JFK,4,17.0
2441,1,856.0,2,JFK,LAX,4,16.0
2442,1,857.0,25,LAX,BOS,4,15.0
2443,1,900.0,92,ORD,SAN,4,15.0
2444,1,0.0,323,DFW,STL,4,0.0
2445,1,858.0,336,DFW,ABQ,4,45.0
2446,1,857.0,338,LAX,SFO,4,12.0
2447,1,856.0,253,OGG,LAX,4,19.0
2448,1,911.0,1046,MCI,DFW,4,15.0
2449,1,900.0,1223,DFW,EWR,4,15.0
2450,1,857.0,1113,DFW,PIT,4,12.0
2451,1,907.0,1183,BNA,DFW,4,15.0
2452,1,859.0,1200,ORD,LAX,4,16.0
2453,1,857.0,1241,DFW,MCO,4,13.0
2454,1,845.0,1350,MIA,STT,4,9.0
2455,1,900.0,1471,DEN,DFW,4,10.0
2456,1,916.0,1629,SAT,DFW,4,28.0
2457,1,858.0,2242,DFW,MFE,4,10.0
2458,1,857.0,2293,SFO,DFW,4,55.0
2459,1,902.0,2371,DFW,JFK,4,15.0
2460,1,0.0,2337,SAN,DFW,4,0.0
2461,1,900.0,370,SMF,SEA,4,24.0
2462,1,900.0,383,PDX,SFO,4,18.0
2463,1,915.0,407,PDX,SJC,4,11.0
2464,1,853.0,502,SNA,SEA,4,21.0
2465,1,903.0,563,PDX,LAX,4,19.0
2466,1,903.0,827,HNL,OAK,4,8.0
2467,1,859.0,1035,SJU,STT,4,14.0
2468,1,856.0,340,LGA,MIA,4,15.0
2469,1,925.0,448,SEA,JFK,4,21.0
2470,1,912.0,589,SEA,MSP,4,11.0
2471,1,900.0,696,DTW,LGA,4,12.0
2472,1,1137.0,749,ATL,MIA,4,19.0
2473,1,855.0,761,ATL,MEM,4,10.0
2474,1,855.0,792,MSP,MCI,4,30.0
2475,1,854.0,805,ATL,PHL,4,11.0
2476,1,855.0,871,ATL,JAN,4,13.0
2477,1,854.0,1094,ATL,DCA,4,16.0
2478,1,906.0,1106,MSP,SFO,4,24.0
2479,1,856.0,1989,LGA,FLL,4,14.0
2480,1,945.0,2022,DTW,JFK,4,22.0
2481,1,855.0,2164,MSP,PDX,4,12.0
2482,1,856.0,2229,BWI,MSP,4,23.0
2483,1,952.0,2320,MCO,JFK,4,19.0
2484,1,908.0,2371,SMF,MSP,4,37.0
2485,1,856.0,2388,MSP,SNA,4,11.0
2486,1,856.0,2558,ATL,EWR,4,24.0
2487,1,900.0,2280,BOS,EWR,4,19.0
2488,1,852.0,2116,DCA,JAX,4,11.0
2489,1,900.0,1631,ATL,SFO,4,13.0
2490,1,900.0,1687,MSP,SAN,4,17.0
2491,1,854.0,1762,ATL,SGF,4,11.0
2492,1,855.0,1825,ATL,BWI,4,11.0
2493,1,0.0,2520,CRP,DFW,4,0.0
2494,1,900.0,4107,PNS,IAH,4,14.0
2495,1,855.0,4232,ORD,CLE,4,11.0
2496,1,858.0,4197,MCI,IAH,4,18.0
2497,1,901.0,4936,IAD,MSP,4,56.0
2498,1,850.0,5681,IAH,TUL,4,10.0
2499,1,855.0,5419,ATL,BHM,4,10.0
2500,1,857.0,5582,ATL,CRW,4,21.0
2501,1,909.0,5543,DTW,BTV,4,14.0
2502,1,859.0,6150,GJT,IAH,4,12.0
2503,1,850.0,658,DEN,SFO,4,15.0
2504,1,849.0,7,HNL,LAS,4,29.0
2505,1,0.0,2827,ORD,TOL,4,0.0
2506,1,856.0,2843,ORD,EVV,4,25.0
2507,1,854.0,2778,ORD,BNA,4,11.0
2508,1,0.0,2944,FSM,DFW,4,0.0
2509,1,0.0,2888,MGM,DFW,4,0.0
2510,1,944.0,3214,ORD,DTW,4,20.0
2511,1,927.0,3370,DCA,JFK,4,17.0
2512,1,854.0,3336,LGA,DAY,4,12.0
2513,1,855.0,4848,DSM,MSP,4,28.0
2514,1,855.0,4470,SLC,BIL,4,15.0
2515,1,1156.0,4712,MSP,ORD,4,18.0
2516,1,854.0,4771,MSP,DLH,4,28.0
2517,1,853.0,5486,ASE,IAH,4,12.0
2518,1,900.0,5490,PSP,SFO,4,22.0
2519,1,858.0,361,LIH,SFO,4,18.0
2520,1,911.0,5259,BUF,DTW,4,13.0
2521,1,907.0,5194,BZN,SFO,4,14.0
2522,1,912.0,207,LAX,IAH,4,19.0
2523,1,859.0,154,ANC,OTZ,4,5.0
2524,1,903.0,4463,VPS,IAH,4,9.0
2525,1,856.0,4524,OMA,IAH,4,13.0
2526,1,859.0,4555,HRL,IAH,4,33.0
2527,1,901.0,4586,MFE,IAH,4,28.0
2528,1,911.0,4958,AVP,DTW,4,15.0
2529,1,901.0,618,ORD,SEA,4,16.0
2530,1,907.0,635,OGG,LAX,4,14.0
2531,1,900.0,5023,MDT,DTW,4,13.0
2532,1,1055.0,6323,LAX,SAN,4,15.0
2533,1,923.0,256,PHX,IAH,4,16.0
2534,1,901.0,748,DTW,ATL,4,15.0
2535,1,859.0,4650,TUS,IAH,4,11.0
2536,1,858.0,691,CLT,ORD,4,12.0
2537,1,859.0,1829,CLT,PDX,4,21.0
2538,1,935.0,663,HNL,SFO,4,12.0
2539,1,900.0,953,SFO,SAN,4,15.0
2540,1,859.0,704,DCA,CAK,4,8.0
2541,1,900.0,150,STL,CMH,4,9.0
2542,1,904.0,139,STL,GRR,4,13.0
2543,1,902.0,712,DCA,IND,4,16.0
2544,1,902.0,413,MCO,IND,4,10.0
2545,1,900.0,1707,DEN,JAX,4,8.0
2546,1,857.0,987,LAS,LAX,4,9.0
2547,1,900.0,1754,ATL,MCO,4,9.0
2548,1,905.0,1900,FLL,MDW,4,12.0
2549,1,900.0,920,LAX,SFO,4,11.0
2550,1,901.0,205,LAS,SJC,4,10.0
2551,1,900.0,2189,SEA,SMF,4,18.0
2552,1,901.0,568,DEN,SNA,4,7.0
2553,1,902.0,3684,BNA,TPA,4,8.0
2554,1,943.0,1135,ORD,BOS,4,17.0
2555,1,900.0,1491,DEN,SAT,4,9.0
2556,1,901.0,248,DFW,SEA,4,19.0
2557,1,901.0,1356,DFW,AUS,4,10.0
2558,1,1118.0,1623,DFW,LAS,4,15.0
2559,1,859.0,111,ANC,SEA,4,30.0
2560,1,909.0,330,SJC,SEA,4,25.0
2561,1,942.0,861,OGG,SEA,4,21.0
2562,1,1023.0,28,EWR,MCO,4,16.0
2563,1,903.0,1286,BOS,PIT,4,9.0
2564,1,906.0,1295,PIT,ATL,4,11.0
2565,1,919.0,1453,PDX,DFW,4,28.0
2566,1,903.0,2011,CVG,ATL,4,11.0
2567,1,900.0,2421,JAC,MSP,4,16.0
2568,1,908.0,201,IAD,ATL,4,14.0
2569,1,903.0,1608,MSP,DEN,4,11.0
2570,1,904.0,1656,OMA,MSP,4,32.0
2571,1,900.0,1796,LGA,MSP,4,29.0
2572,1,903.0,1885,MCO,LGA,4,22.0
2573,1,0.0,2515,SJT,DFW,4,0.0
2574,1,856.0,4606,IAH,ELP,4,11.0
2575,1,902.0,5143,ROA,ATL,4,12.0
2576,1,859.0,145,HNL,OGG,4,6.0
2577,1,922.0,3096,ASE,LAX,4,16.0
